,address,공시가격,좌표,초등학교,중학교,고등학교,학원,유치원 및 어린이집,병의원 및 약국,보건소,응급의료기관시설,백화점,대형마트,복합쇼핑센터,시장,헬스장,수영장,체육관,공원,영화관,카페,도서관,놀이터,경로당,사회복지관,등산로,산책로,미세먼지,범죄안전등급,경찰관서,여성안심지킴이집
2129,경기도 여주시 흥천면 계신리,0.0,"37.376610,127.531695",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,39,3,0,0
2130,경기도 여주시 흥천면 문장리,0.0,"37.364832,127.513698",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,39,3,0,0
2131,경기도 여주시 흥천면 내사리,0.0,"37.362023,127.492633",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,39,3,0,0
2132,경기도 여주시 흥천면 외사리,0.0,"37.348357,127.493852",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,39,3,0,0
2133,경기도 여주시 흥천면 상대리,0.0,"37.346002,127.510023",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,39,3,0,0
2134,경기도 여주시 흥천면 다대리,0.0,"37.338829,127.523835",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,39,3,0,0
2135,경기도 여주시 흥천면 하다리,0.0,"37.345251,127.535270",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,39,3,0,0
2136,경기도 여주시 흥천면 상백리,27261904.76,"37.359170,127.554775",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,39,3,0,0
2137,경기도 여주시 흥천면 귀백리,0.0,"37.341882,127.554292",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,39,3,0,0
2138,경기도 여주시 흥천면 율극리,0.0,"37.330697,127.565951",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,39,3,0,0
2139,경기도 여주시 흥천면 효지리,27551562.5,"37.331646,127.545452",1,1,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,39,3,1,0
2140,경기도 여주시 흥천면 대당리,0.0,"37.320936,127.539944",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,39,3,0,0
2141,경기도 여주시 흥천면 신근리,0.0,"37.308232,127.556198",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,39,3,0,0
2142,경기도 여주시 금사면 이포리,64903125.0,"37.394404,127.532879",0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,15,0,0,3,0,13,0,39,3,1,1
2143,경기도 여주시 금사면 궁리,0.0,"37.385616,127.521711",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,13,0,39,3,0,0
2144,경기도 여주시 금사면 도곡리,0.0,"37.379320,127.502404",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,13,0,39,3,0,0
2145,경기도 여주시 금사면 장흥리,0.0,"37.390950,127.488235",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,13,0,39,3,0,0
2146,경기도 여주시 금사면 주록리,0.0,"37.373866,127.468175",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,13,0,39,3,0,0
2147,경기도 여주시 금사면 전북리,0.0,"37.431904,127.510783",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,13,0,39,3,0,0
2148,경기도 여주시 금사면 소유리,0.0,"37.417492,127.493355",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,13,0,39,3,0,0
2149,경기도 여주시 금사면 상호리,0.0,"37.406306,127.480316",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,13,0,39,3,0,0
2150,경기도 여주시 금사면 하호리,19789473.68,"37.404349,127.503068",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,13,0,39,3,0,0
2151,경기도 여주시 금사면 금사리,0.0,"37.415084,127.518835",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,13,0,39,3,0,0
2152,경기도 여주시 금사면 외평리,42015625.0,"37.406265,127.527886",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,13,0,39,3,0,0
2153,경기도 여주시 능서면 번도리,43720471.01,"37.302145,127.585811",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,0,6,0,39,3,0,0
2154,경기도 여주시 능서면 구양리,0.0,"37.316241,127.583207",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,0,39,3,0,0
2155,경기도 여주시 능서면 왕대리,0.0,"37.314188,127.605071",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,2,0,6,0,39,3,0,0
2156,경기도 여주시 능서면 백석리,0.0,"37.332126,127.588339",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,6,0,39,3,0,0
2157,경기도 여주시 능서면 내양리,0.0,"37.344382,127.577262",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,39,3,0,0
2158,경기도 여주시 능서면 용은리,0.0,"37.286301,127.546660",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,6,0,39,3,0,0
2159,경기도 여주시 능서면 매화리,0.0,"37.270340,127.541396",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,0,39,3,0,0
2160,경기도 여주시 능서면 양거리,0.0,"37.256144,127.540230",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,0,39,3,0,0
2161,경기도 여주시 능서면 마래리,0.0,"37.264762,127.557990",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,0,39,3,0,0
2162,경기도 여주시 능서면 광대리,0.0,"37.264143,127.576771",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,6,0,39,3,0,0
2163,경기도 여주시 능서면 오계리,0.0,"37.268756,127.593346",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,6,0,39,3,0,0
2164,경기도 여주시 능서면 매류리,0.0,"37.277756,127.564131",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,6,0,39,3,0,0
2165,경기도 여주시 능서면 신지리,84892091.39,"37.292515,127.577220",0,0,0,0,1,3,1,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,6,0,39,3,0,0
2166,경기도 여주시 대신면 후포리,0.0,"37.358563,127.609094",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,18,0,39,3,0,0
2167,경기도 여주시 대신면 당산리,0.0,"37.358519,127.590787",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,18,0,39,3,0,0
2168,경기도 여주시 대신면 가산리,0.0,"37.346487,127.620569",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,18,0,39,3,0,0
2169,경기도 여주시 대신면 천남리,0.0,"37.337428,127.627528",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,18,0,39,3,0,0
2170,경기도 여주시 대신면 하림리,0.0,"37.358155,127.639300",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,18,0,39,3,0,0
2171,경기도 여주시 대신면 상구리,0.0,"37.379090,127.638746",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,18,0,39,3,0,0
2172,경기도 여주시 대신면 장풍리,22071875.0,"37.379010,127.615309",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,18,0,39,3,0,0
2173,경기도 여주시 대신면 옥촌리,0.0,"37.402933,127.617988",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,18,0,39,3,0,0
2174,경기도 여주시 대신면 윤촌리,0.0,"37.410919,127.607244",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,18,0,39,3,0,0
2175,경기도 여주시 대신면 무촌리,0.0,"37.391893,127.600778",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,18,0,39,3,0,0
2176,경기도 여주시 대신면 도롱리,0.0,"37.398746,127.591619",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,18,0,39,3,0,0
2177,경기도 여주시 대신면 계림리,0.0,"37.413831,127.594093",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,18,0,39,3,0,0
2178,경기도 여주시 대신면 송촌리,0.0,"37.407383,127.571405",0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,18,0,39,3,0,0
2179,경기도 여주시 대신면 천서리,0.0,"37.404198,127.552064",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,12,0,0,2,0,18,0,39,3,0,2
2180,경기도 여주시 대신면 당남리,0.0,"37.390994,127.561382",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,18,0,39,3,0,0
2181,경기도 여주시 대신면 보통리,0.0,"37.378830,127.572464",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,18,0,39,3,0,0
2182,경기도 여주시 대신면 율촌리,38139386.79,"37.376264,127.586632",1,1,1,3,2,6,1,0,0,0,0,0,0,0,0,0,0,6,1,0,5,0,18,0,39,3,1,0
2183,경기도 여주시 대신면 초현리,0.0,"37.375148,127.595520",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,18,0,39,3,0,0
2184,경기도 여주시 대신면 양촌리,0.0,"37.370796,127.558229",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,18,0,39,3,0,0
2185,경기도 여주시 북내면 당우리,32393750.0,"37.330062,127.678802",1,0,0,1,2,4,1,0,0,0,0,0,0,0,0,0,0,7,0,0,1,0,9,0,39,3,1,1
2186,경기도 여주시 북내면 신남리,0.0,"37.323931,127.671940",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,9,0,39,3,0,0
2187,경기도 여주시 북내면 외룡리,0.0,"37.364228,127.668972",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,9,0,39,3,0,0
2188,경기도 여주시 북내면 내룡리,0.0,"37.377974,127.676681",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,9,0,39,3,0,0
2189,경기도 여주시 북내면 상교리,0.0,"37.392143,127.662986",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,9,0,39,3,0,0
2190,경기도 여주시 북내면 주암리,0.0,"37.401622,127.681532",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,9,0,39,3,0,0
2191,경기도 여주시 북내면 서원리,0.0,"37.398033,127.695209",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,9,0,39,3,0,0
2192,경기도 여주시 북내면 석우리,0.0,"37.381951,127.685002",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,9,0,39,3,0,0
2193,경기도 여주시 북내면 덕산리,0.0,"37.355904,127.680250",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,9,0,39,3,0,0
2194,경기도 여주시 북내면 장암리,0.0,"37.344703,127.688048",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,9,0,39,3,0,0
2195,경기도 여주시 북내면 중암리,0.0,"37.347018,127.713223",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,9,0,39,3,0,0
2196,경기도 여주시 북내면 운촌리,0.0,"37.330150,127.717926",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,9,0,39,3,0,0
2197,경기도 여주시 북내면 신접리,0.0,"37.326173,127.690701",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,9,0,39,3,0,0
2198,경기도 여주시 북내면 지내리,0.0,"37.313310,127.688901",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,9,0,39,3,0,0
2199,경기도 여주시 북내면 가정리,0.0,"37.300623,127.687398",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,9,0,39,3,0,0
2200,경기도 여주시 강천면 간매리,0.0,"37.272960,127.712636",1,1,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,59,0,39,3,1,0
2201,경기도 여주시 강천면 걸은리,0.0,"37.296636,127.708275",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,59,0,39,3,0,0
2202,경기도 여주시 강천면 이호리,65750000.0,"37.287864,127.689368",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,59,0,39,3,0,0
2203,경기도 여주시 강천면 가야리,0.0,"37.262861,127.694739",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,59,0,39,3,0,0
2204,경기도 여주시 강천면 적금리,0.0,"37.251384,127.697706",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,59,0,39,3,0,0
2205,경기도 여주시 강천면 굴암리,0.0,"37.240461,127.701295",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,59,0,39,3,0,0
2206,경기도 여주시 강천면 강천리,46168750.0,"37.240049,127.719974",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,59,0,39,3,0,0
2207,경기도 여주시 강천면 부평리,0.0,"37.278354,127.743490",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,59,0,39,3,0,0
2208,경기도 여주시 강천면 도전리,26721500.0,"37.337777,127.747238",0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,5,0,59,0,39,3,0,0
2209,경기도 여주시 산북면 상품리,33543518.52,"37.398825,127.437843",0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,8,1,0,4,0,33,0,39,3,1,0
2210,경기도 여주시 산북면 송현리,66473125.0,"37.384817,127.450665",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,33,0,39,3,0,0
2211,경기도 여주시 산북면 후리,0.0,"37.399675,127.452072",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,33,0,39,3,0,0
2212,경기도 여주시 산북면 명품리,40290625.0,"37.414044,127.446725",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,33,0,39,3,0,0
2213,경기도 여주시 산북면 주어리,0.0,"37.415122,127.426695",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,33,0,39,3,0,0
2214,경기도 여주시 산북면 백자리,0.0,"37.418617,127.455438",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,33,0,39,3,0,0
2215,경기도 여주시 산북면 용담리,0.0,"37.422191,127.471478",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,33,0,39,3,0,0
2216,경기도 연천군 연천읍 차탄리,25300193.14,"38.097520,127.074176",1,0,0,2,2,9,0,0,0,0,0,0,0,0,0,0,0,11,1,0,5,0,6,0,30,3,1,0
2217,경기도 연천군 연천읍 현가리,45093827.16,"38.109853,127.074294",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,1,0,6,0,30,3,0,0
2218,경기도 연천군 연천읍 상리,15710625.0,"38.135026,127.077527",0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,2,0,0,3,0,6,0,30,3,0,0
2219,경기도 연천군 연천읍 와초리,0.0,"38.146959,127.089200",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,0,30,3,0,0
2220,경기도 연천군 연천읍 옥산리,49585357.98,"38.116011,127.085221",0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,2,0,0,3,0,6,0,30,3,0,0
2221,경기도 연천군 연천읍 읍내리,0.0,"38.101991,127.062905",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,6,0,30,3,0,0
2222,경기도 연천군 연천읍 동막리,0.0,"38.088951,127.095327",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,6,0,30,3,0,0
2223,경기도 연천군 연천읍 통현리,0.0,"38.072427,127.079744",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,6,0,30,3,0,0
2224,경기도 연천군 연천읍 고문리,0.0,"38.064168,127.113530",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,6,0,30,3,0,0
2225,경기도 연천군 연천읍 부곡리,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,30,3,0,0
2226,경기도 연천군 전곡읍 전곡리,53632393.13,"38.025067,127.070051",1,1,0,36,6,37,0,0,0,0,0,1,1,0,0,1,0,70,1,1,9,0,3,0,30,3,1,0
2227,경기도 연천군 전곡읍 은대리,47311168.08,"38.040285,127.065954",0,0,0,0,0,4,1,1,0,0,0,0,0,0,0,1,0,2,0,1,4,0,3,0,30,3,0,0
2228,경기도 연천군 전곡읍 신답리,0.0,"38.052305,127.107083",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,30,3,0,0
2229,경기도 연천군 전곡읍 고능리,0.0,"38.008903,127.049543",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,3,0,30,3,0,0
2230,경기도 연천군 전곡읍 마포리,0.0,"38.003945,126.999926",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,30,3,0,0
2231,경기도 연천군 전곡읍 양원리,0.0,"37.984150,127.029183",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,3,0,30,3,0,0
2232,경기도 연천군 전곡읍 간파리,0.0,"37.950181,127.008220",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,30,3,0,0
2233,경기도 연천군 전곡읍 늘목리,0.0,"37.951614,126.998888",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,30,3,0,0
2234,경기도 연천군 군남면 진상리,0.0,"38.064008,127.021956",0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,0,0,0,30,3,0,0
2235,경기도 연천군 군남면 옥계리,0.0,"38.119861,127.050557",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,0,30,3,0,0
2236,경기도 연천군 군남면 삼거리,0.0,"38.084131,127.023620",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,30,3,1,0
2237,경기도 연천군 군남면 왕림리,0.0,"38.064963,127.052524",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,30,3,0,0
2238,경기도 연천군 군남면 선곡리,0.0,"38.098632,127.026587",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,1,0,0,0,30,3,0,0
2239,경기도 연천군 군남면 황지리,0.0,"38.038074,127.038206",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,30,3,0,0
2240,경기도 연천군 군남면 남계리,0.0,"38.025625,127.034296",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,30,3,0,0
2241,경기도 연천군 청산면 초성리,59730187.32,"37.991766,127.074406",0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,1,0,30,3,1,0
2242,경기도 연천군 청산면 대전리,0.0,"38.007948,127.088260",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,1,0,30,3,0,0
2243,경기도 연천군 청산면 장탄리,0.0,"38.032142,127.088536",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,30,3,0,0
2244,경기도 연천군 청산면 궁평리,12770657.89,"38.030220,127.108018",0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,6,0,0,3,0,1,0,30,3,0,0
2245,경기도 연천군 청산면 백의리,51061867.09,"38.023522,127.131475",0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,1,0,30,3,0,0
2246,경기도 연천군 백학면 두일리,71946590.91,"38.032936,126.916501",0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,30,3,1,0
2247,경기도 연천군 백학면 백령리,0.0,"38.035828,126.911063",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,30,3,0,0
2248,경기도 연천군 백학면 통구리,0.0,"38.011018,126.921260",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,30,3,0,0
2249,경기도 연천군 백학면 전동리,0.0,"38.009501,126.894794",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,30,3,0,0
2250,경기도 연천군 백학면 노곡리,70482407.41,"37.997039,126.922519",0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,30,3,0,0
2251,경기도 연천군 백학면 학곡리,0.0,"37.988178,126.944952",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,30,3,0,0
2252,경기도 연천군 백학면 구미리,0.0,"38.006324,126.959682",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,30,3,0,0
2253,경기도 연천군 백학면 두현리,0.0,"38.030097,126.907153",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,30,3,0,0
2254,경기도 연천군 백학면 갈현리,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,3,0,0
2255,경기도 연천군 백학면 포춘리,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,3,0,0
2256,경기도 연천군 백학면 항동리,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,3,0,0
2257,경기도 연천군 백학면 석주원리,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,3,0,0
2258,경기도 연천군 백학면 상리,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,3,0,0
2259,경기도 연천군 백학면 중리,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,3,0,0
2260,경기도 연천군 백학면 하리,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,3,0,0
2261,경기도 연천군 백학면 오음리,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,3,0,0
2262,경기도 연천군 백학면 사시리,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,3,0,0
2263,경기도 연천군 백학면 매현리,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,3,0,0
2264,경기도 연천군 백학면 고읍리,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,3,0,0
2265,경기도 연천군 백학면 두매리,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,3,0,0
2266,경기도 연천군 백학면 석장리,0.0,"38.052835,126.928077",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,30,3,0,0
2267,경기도 연천군 미산면 동이리,0.0,"38.019894,127.005192",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,30,3,0,0
2268,경기도 연천군 미산면 아미리,0.0,"38.028764,126.951934",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,30,3,0,0
2269,경기도 연천군 미산면 백석리,0.0,"38.051225,126.969831",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,30,3,0,0
2270,경기도 연천군 미산면 유촌리,0.0,"38.049060,126.990262",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,30,3,0,0
2271,경기도 연천군 미산면 광동리,0.0,"38.045557,126.945050",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,3,0,0
2272,경기도 연천군 미산면 마전리,0.0,"38.029551,126.985449",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,30,3,0,0
2273,경기도 연천군 미산면 우정리,0.0,"38.051355,127.011131",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,30,3,0,0
2274,경기도 연천군 미산면 삼화리,0.0,"38.015284,126.976140",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,30,3,0,0
2275,경기도 연천군 왕징면 무등리,0.0,"38.061141,127.008658",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,30,3,1,0
2276,경기도 연천군 왕징면 노동리,0.0,"38.070133,126.984063",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,30,3,0,0
2277,경기도 연천군 왕징면 북삼리,0.0,"38.093110,127.003228",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,30,3,0,0
2278,경기도 연천군 왕징면 강내리,0.0,"38.106086,126.995350",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,3,0,0
2279,경기도 연천군 왕징면 강서리,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,3,0,0
2280,경기도 연천군 왕징면 동중리,0.0,"38.072455,126.952702",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,30,3,0,0
2281,경기도 연천군 왕징면 고왕리,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,3,0,0
