address,공시가격,좌표,초등학교,중학교,고등학교,유치원,학원,병원,약국,보건소,헬스장,체육관,수영장,영화관,카페,공원,놀이터,도서관,백화점,대형마트,복합쇼핑센터,시장,사회복지관,경로당,어린이집
경기도 안성시 일죽면 월정리,0,"37.089337,127.453076",0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,4,0
경기도 안성시 일죽면 주천리,28372352.22,"37.091990,127.485349",1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1
경기도 안성시 일죽면 죽림리,0,"37.070127,127.450722",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
경기도 안성시 일죽면 가리,0,"37.083136,127.486367",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
경기도 안성시 일죽면 산북리,23405078.13,"37.089034,127.507387",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
경기도 안성시 일죽면 당촌리,0,"37.102937,127.504179",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0
경기도 안성시 일죽면 방초리,0,"37.122644,127.429312",0,0,0,0,0,0,0,1,0,0,0,0,3,1,0,0,0,0,0,0,0,4,0
경기도 안성시 일죽면 송천리,62797926.42,"37.091310,127.474084",0,0,0,0,0,8,2,1,0,0,0,0,18,0,0,1,0,0,0,0,0,5,0
경기도 안성시 일죽면 고은리,0,"37.121467,127.439945",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
경기도 안성시 일죽면 화곡리,0,"37.108295,127.461336",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
경기도 안성시 일죽면 능국리,0,"37.109696,127.489581",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
경기도 안성시 일죽면 신흥리,0,"37.115858,127.474400",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
경기도 안성시 일죽면 금산리,43876923.08,"37.069677,127.503016",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
경기도 안성시 일죽면 장암리,0,"37.075242,127.464746",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
경기도 안성시 일죽면 화봉리,0,"37.069672,127.476544",0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0
경기도 안성시 죽산면 죽산리,40591313.36,"37.076836,127.422541",1,1,1,1,8,9,4,1,0,0,0,0,16,0,1,1,0,0,0,0,0,7,1
경기도 안성시 죽산면 매산리,34724414.06,"37.096528,127.434939",0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,4,0
경기도 안성시 죽산면 장원리,52906106.58,"37.069135,127.428061",0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,4,0
경기도 안성시 죽산면 두현리,0,"37.072456,127.407119",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
경기도 안성시 죽산면 장능리,0,"37.063240,127.393723",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
경기도 안성시 죽산면 장계리,0,"37.051751,127.409181",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
경기도 안성시 죽산면 용설리,0,"37.054516,127.444261",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
경기도 안성시 죽산면 칠장리,179375000,"37.022431,127.409812",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0
경기도 안성시 죽산면 당목리,53023376.62,"37.031009,127.436253",0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0
경기도 안성시 죽산면 두교리,0,"37.012113,127.434152",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
경기도 안성시 삼죽면 내장리,0,"37.085641,127.398640",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0
경기도 안성시 삼죽면 율곡리,0,"37.098228,127.378239",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
경기도 안성시 삼죽면 용월리,51441956.88,"37.076888,127.384817",0,0,0,0,0,0,1,0,0,0,0,0,6,0,0,0,0,0,0,0,0,4,0
경기도 안성시 삼죽면 덕산리,24856944.44,"37.081450,127.374546",0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,5,0
경기도 안성시 삼죽면 배태리,0,"37.081877,127.355419",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
경기도 안성시 삼죽면 내강리,0,"37.069500,127.365176",0,0,0,0,1,0,0,1,0,0,0,0,3,0,0,1,0,0,0,0,0,3,0
경기도 안성시 삼죽면 진촌리,0,"37.055735,127.365048",0,0,0,0,2,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,2,0
경기도 안성시 삼죽면 미장리,0,"37.039556,127.363041",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
경기도 안성시 삼죽면 마전리,0,"37.032789,127.341449",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
경기도 안성시 삼죽면 기솔리,0,"37.052760,127.341819",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
경기도 안성시 고삼면 쌍지리,0,"37.107202,127.289480",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0
경기도 안성시 고삼면 신창리,0,"37.080974,127.245907",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0
경기도 안성시 고삼면 대갈리,0,"37.068714,127.251727",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
경기도 안성시 고삼면 가유리,0,"37.087054,127.258953",0,0,0,1,0,1,1,1,0,0,0,0,5,0,0,0,0,0,0,0,0,5,0
경기도 안성시 고삼면 삼은리,0,"37.082196,127.296189",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
경기도 안성시 고삼면 봉산리,0,"37.075152,127.277459",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
경기도 안성시 고삼면 월향리,0,"37.089419,127.277952",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0
경기도 김포시 북변동,142100125.9,"37.626584,126.707945",2,2,1,3,124,22,12,0,2,0,0,0,36,3,4,1,0,0,0,0,0,18,3
경기도 김포시 걸포동,307573775.7,"37.638168,126.710953",1,0,0,6,29,15,6,0,2,0,0,1,13,5,1,0,0,1,0,0,0,4,6
경기도 김포시 운양동,264905555.4,"37.654307,126.681501",2,1,2,9,161,29,11,0,4,0,2,1,103,19,6,0,0,0,0,0,0,23,8
경기도 김포시 장기동,218694793,"37.645137,126.671812",3,4,1,13,289,101,22,0,8,0,2,0,166,20,12,1,0,1,0,0,0,27,13
경기도 김포시 감정동,143216619.6,"37.626167,126.695023",0,0,0,4,48,22,9,0,1,0,0,0,29,3,4,0,0,1,0,0,0,14,0
경기도 김포시 사우동,126694482.3,"37.618990,126.721010",0,0,0,3,66,49,13,1,1,0,0,1,64,3,5,0,0,0,0,0,1,17,0
경기도 김포시 풍무동,202165185.8,"37.606151,126.723874",3,2,1,11,180,66,18,0,3,0,1,1,82,4,10,1,0,2,0,0,0,19,11
경기도 김포시 마산동,162454311.9,"37.638585,126.643172",1,1,1,6,52,12,5,0,1,0,0,0,27,12,6,0,0,0,0,0,0,8,5
경기도 김포시 구래동,223246105.3,"37.642888,126.626692",2,1,0,5,138,75,21,0,1,0,2,1,104,2,0,0,0,1,0,0,0,13,5
경기도 김포시 통진읍 도사리,86161508.53,"37.683878,126.615242",0,0,0,0,1,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,8,0
경기도 김포시 통진읍 마송리,74192365.9,"37.686893,126.595783",2,2,2,2,13,21,8,1,1,0,0,0,34,4,5,0,0,0,0,0,0,7,2
경기도 김포시 통진읍 서암리,62920511.71,"37.696991,126.600541",2,0,0,4,10,6,4,0,0,0,0,0,19,1,1,1,0,0,0,0,0,6,4
경기도 김포시 통진읍 수참리,41041579.86,"37.681661,126.630548",0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,2,0
경기도 김포시 통진읍 가현리,62417541.83,"37.675166,126.591927",0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,5,0
경기도 김포시 통진읍 동을산리,0,"37.701959,126.623454",0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0
경기도 김포시 통진읍 귀전리,0,"37.718505,126.610385",0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,3,0
경기도 김포시 통진읍 고정리,40013392.86,"37.715978,126.594270",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0
경기도 김포시 통진읍 옹정리,0,"37.691228,126.573635",0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0
경기도 김포시 고촌읍 향산리,73963636.36,"37.625144,126.741838",1,1,0,2,3,0,0,0,0,0,0,0,1,4,2,0,0,0,0,0,0,0,2
경기도 김포시 고촌읍 풍곡리,0,"37.612176,126.758057",0,0,0,3,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,4,0
경기도 김포시 고촌읍 태리,0,"37.594872,126.751179",0,0,0,1,1,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,6,0
경기도 김포시 고촌읍 신곡리,261678092.7,"37.603046,126.772571",3,2,0,5,66,30,12,1,2,0,0,0,43,13,6,1,0,0,0,0,0,23,3
경기도 김포시 고촌읍 전호리,0,"37.595030,126.790476",0,0,0,0,0,0,0,0,0,0,0,0,14,3,0,0,0,0,2,0,0,2,0
경기도 김포시 양촌읍 양곡리,92992050.91,"37.657642,126.628300",2,2,1,5,18,17,7,1,0,0,0,0,38,4,5,1,0,0,0,0,0,16,5
경기도 김포시 양촌읍 누산리,47820166.67,"37.667811,126.654288",0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,3,0
경기도 김포시 양촌읍 석모리,75206315.79,"37.654447,126.648791",0,0,0,0,2,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,4,0
경기도 김포시 양촌읍 구래리,36525968.99,"37.644592,126.623039",0,0,0,1,2,1,1,0,0,0,0,0,6,1,0,0,0,0,0,0,0,3,0
경기도 김포시 양촌읍 대포리,72593103.45,"37.619970,126.631119",0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,2,0
경기도 김포시 양촌읍 학운리,127645506.1,"37.613401,126.605334",1,0,0,1,4,5,1,1,0,0,0,0,15,15,5,0,0,0,0,0,0,8,1
경기도 김포시 양촌읍 유현리,37200000,"37.638602,126.611428",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0
경기도 김포시 양촌읍 흥신리,0,"37.672431,126.615536",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
경기도 김포시 대곶면 대능리,51567600,"37.632745,126.597592",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0
경기도 김포시 대곶면 대벽리,71208510.64,"37.622679,126.580660",0,0,0,1,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,5,0
경기도 김포시 대곶면 약암리,0,"37.631335,126.562676",0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,3,0
경기도 김포시 대곶면 상마리,30954583.33,"37.640770,126.577688",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
경기도 김포시 대곶면 율생리,45487336.36,"37.649675,126.588604",1,1,0,1,2,9,3,1,0,0,0,0,23,1,0,0,0,0,0,0,0,5,1
경기도 김포시 대곶면 초원지리,0,"37.659066,126.595036",0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,3,0
경기도 김포시 대곶면 거물대리,0,"37.667346,126.598270",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0
경기도 김포시 대곶면 오니산리,0,"37.664293,126.611469",0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
경기도 김포시 대곶면 송마리,56307692.31,"37.659837,126.568825",0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,4,0
경기도 김포시 대곶면 석정리,51510267.86,"37.675863,126.562362",1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1
경기도 김포시 대곶면 쇄암리,0,"37.676459,126.543574",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
경기도 김포시 대곶면 신안리,0,"37.655502,126.543024",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
경기도 김포시 대곶면 대명리,56302652.52,"37.649213,126.554033",0,0,0,1,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,2,0
경기도 김포시 월곶면 군하리,44898436.39,"37.713970,126.552024",0,0,0,1,0,3,2,1,0,0,0,0,11,0,0,0,0,0,0,0,0,3,0
경기도 김포시 월곶면 고막리,71254166.67,"37.726990,126.558537",0,0,0,0,0,0,0,0,0,0,0,0,5,2,0,0,0,0,0,0,0,2,0
경기도 김포시 월곶면 갈산리,40174382.72,"37.709525,126.567418",0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,3,0
경기도 김포시 월곶면 고양리,0,"37.690715,126.548517",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0
경기도 김포시 월곶면 포내리,33332072.07,"37.724184,126.534122",0,0,0,0,0,0,1,0,0,0,0,0,7,0,0,0,0,0,0,0,0,2,0
경기도 김포시 월곶면 성동리,0,"37.744440,126.533175",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
경기도 김포시 월곶면 보구곶리,0,"37.760716,126.531566",0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0
경기도 김포시 월곶면 용강리,0,"37.754260,126.556858",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
경기도 김포시 월곶면 조강리,0,"37.742673,126.565485",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
경기도 김포시 월곶면 개곡리,0,"37.731636,126.586036",0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0
경기도 김포시 하성면 마곡리,46393350.35,"37.715544,126.636776",1,1,1,1,3,7,3,1,0,0,0,0,12,0,0,0,0,0,0,0,0,5,1
경기도 김포시 하성면 석탄리,46801995.31,"37.724954,126.648089",0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,5,0
경기도 김포시 하성면 후평리,0,"37.742863,126.646109",0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,3,0
경기도 김포시 하성면 시암리,0,"37.763807,126.642044",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
경기도 김포시 하성면 마조리,0,"37.748265,126.632673",0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
경기도 김포시 하성면 가금리,0,"37.743430,126.607493",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
경기도 김포시 하성면 양택리,0,"37.733771,126.628282",0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,2,0
경기도 김포시 하성면 원산리,0,"37.713172,126.624793",0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,3,0
경기도 김포시 하성면 하사리,0,"37.699323,126.638032",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
경기도 김포시 하성면 봉성리,0,"37.694159,126.647147",0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0
경기도 김포시 하성면 전류리,65911658.46,"37.703812,126.651662",0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1,0
경기도 김포시 하성면 마근포리,0,"37.753497,126.624971",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
경기도 화성시 진안동,103976789.5,"37.213961,127.036155",0,0,0,4,51,35,14,0,7,0,2,0,38,2,8,1,0,0,0,0,0,12,0
경기도 화성시 병점동,144990772.3,"37.206884,127.039407",2,2,2,13,169,47,14,1,2,0,0,1,47,5,9,1,0,1,0,0,0,30,13
경기도 화성시 능동,195187488,"37.207733,127.054884",1,2,1,8,132,33,12,0,2,0,2,0,74,5,4,1,0,0,0,0,0,19,8
경기도 화성시 기산동,185874528.6,"37.223585,127.045530",0,0,0,1,24,0,0,0,1,0,1,0,5,4,4,0,0,0,0,0,1,5,0
경기도 화성시 반월동,213594233.5,"37.228752,127.059770",1,2,1,6,82,28,13,0,1,0,0,0,51,5,10,0,0,0,0,0,0,13,6
경기도 화성시 반정동,49675737.7,"37.232747,127.035882",0,0,0,0,0,0,0,0,0,0,1,0,19,0,0,0,0,0,0,0,0,2,0
경기도 화성시 황계동,0,"37.220214,127.016174",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
경기도 화성시 배양동,47578832.12,"37.222917,126.993594",0,0,0,2,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,3,0
경기도 화성시 기안동,127096144.3,"37.225569,126.982919",0,0,0,3,33,7,4,0,1,0,0,0,15,2,6,0,0,0,0,0,0,7,0
경기도 화성시 송산동,89547831.32,"37.209669,127.013782",0,0,0,2,20,4,3,0,0,0,0,0,16,1,2,0,0,0,0,0,0,9,0
경기도 화성시 안녕동,111444436.9,"37.202630,126.997205",0,0,0,2,7,6,4,0,0,0,1,0,21,3,0,1,0,0,0,0,0,10,0
경기도 화성시 반송동,280525053.4,"37.199845,127.069049",0,0,0,13,463,118,35,0,5,0,1,2,198,6,3,1,0,1,1,0,0,28,0
경기도 화성시 석우동,295596683.1,"37.220818,127.075324",0,0,0,2,13,6,10,1,0,0,0,0,65,7,1,0,0,1,0,0,0,4,0
경기도 화성시 오산동,352475741.3,"37.187576,127.100115",1,1,1,5,88,56,13,0,1,0,0,2,30,1,2,0,1,1,0,0,0,5,4
경기도 화성시 청계동,412960798.8,"37.199532,127.111050",3,2,1,12,228,33,9,0,2,0,3,0,17,4,0,1,0,0,0,0,0,16,12
경기도 화성시 영천동,249616042.3,"37.206847,127.110751",1,1,1,11,127,36,11,0,1,0,2,0,84,4,1,1,0,0,0,0,0,13,11
경기도 화성시 중동,0,"37.207723,127.134804",0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,1,0
경기도 화성시 신동,0,"37.181869,127.141572",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
경기도 화성시 목동,340418131.5,"37.182002,127.123951",2,0,1,7,52,22,5,0,0,0,1,0,7,0,0,1,0,0,0,0,0,8,6
경기도 화성시 산척동,363851767.9,"37.172928,127.113069",1,0,0,9,197,56,10,0,0,0,2,0,24,0,0,0,0,0,0,0,0,6,8
경기도 화성시 장지동,373532635,"37.156286,127.115553",1,1,1,6,45,5,2,0,0,0,0,0,9,1,0,0,0,0,0,0,0,5,6
경기도 화성시 송동,378059920.5,"37.167193,127.096862",0,0,0,2,27,4,2,1,0,0,0,1,24,0,0,0,0,0,0,0,0,2,0
경기도 화성시 방교동,0,"37.175629,127.089127",0,0,0,0,0,0,0,0,1,1,0,0,6,6,0,0,0,0,1,0,0,1,0
경기도 화성시 금곡동,77168750,"37.177558,127.077339",0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0
경기도 화성시 새솔동,237136396.8,"37.282929,126.818295",2,1,0,4,45,18,7,0,1,0,0,0,6,0,0,1,0,0,0,0,0,5,4
경기도 화성시 봉담읍 상리,115817491.1,"37.221740,126.944522",1,1,0,3,19,11,5,0,1,0,0,0,24,1,2,1,0,0,0,0,0,6,3
경기도 화성시 봉담읍 내리,36064583.33,"37.230738,126.926837",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
경기도 화성시 봉담읍 수영리,154922192.6,"37.229896,126.952562",2,1,0,3,17,2,1,0,0,0,1,0,10,0,4,0,0,0,0,0,0,9,2
경기도 화성시 봉담읍 동화리,130454984.4,"37.221344,126.959183",3,2,1,5,74,32,8,1,4,0,0,1,39,2,5,0,0,1,0,0,0,12,5
경기도 화성시 봉담읍 와우리,144406456.9,"37.216802,126.975763",1,0,0,1,56,21,10,0,2,0,0,0,31,2,3,0,0,0,0,0,0,13,1
경기도 화성시 봉담읍 수기리,73338450.07,"37.201173,126.978939",0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0
경기도 화성시 봉담읍 분천리,0,"37.205629,126.958509",0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
경기도 화성시 봉담읍 왕림리,42953717.42,"37.195421,126.939658",0,0,0,0,0,0,1,0,1,0,0,0,4,0,0,0,0,0,0,0,0,2,0
경기도 화성시 봉담읍 세곡리,0,"37.186867,126.931554",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
경기도 화성시 봉담읍 당하리,40031362.28,"37.183838,126.939158",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0
경기도 화성시 봉담읍 마하리,0,"37.178490,126.944619",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
경기도 화성시 봉담읍 유리,101867669.4,"37.176331,126.931948",1,0,0,1,2,1,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,1
경기도 화성시 봉담읍 덕리,0,"37.168164,126.936442",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
경기도 화성시 봉담읍 덕우리,0,"37.162449,126.923329",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
경기도 화성시 봉담읍 하가등리,98811607.14,"37.147744,126.936393",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
경기도 화성시 봉담읍 상기리,54456250,"37.201601,126.920369",0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,2,0
경기도 화성시 우정읍 원안리,48064814.81,"37.100174,126.782079",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
경기도 화성시 우정읍 호곡리,58253591.16,"37.121230,126.780686",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
경기도 화성시 우정읍 운평리,0,"37.082223,126.775926",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
경기도 화성시 우정읍 한각리,0,"37.093285,126.798921",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
경기도 화성시 우정읍 멱우리,30543750,"37.101734,126.813054",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
경기도 화성시 우정읍 화수리,83666666.67,"37.108331,126.789995",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0
경기도 화성시 우정읍 주곡리,0,"37.123741,126.807273",0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,4,0
경기도 화성시 우정읍 이화리,34377869.82,"37.037978,126.798060",0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,5,0
경기도 화성시 우정읍 석천리,15266875,"37.046967,126.780216",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
경기도 화성시 우정읍 매향리,31760093.46,"37.045797,126.760379",0,0,0,0,0,0,0,1,0,0,1,0,2,0,0,0,0,0,0,0,0,4,0
경기도 화성시 우정읍 화산리,31721779.34,"37.067398,126.791862",0,0,0,0,2,0,2,0,0,0,0,0,4,0,0,1,0,0,0,0,0,5,0
경기도 화성시 우정읍 조암리,68766860.99,"37.084691,126.815771",1,1,1,2,17,22,7,1,0,0,1,0,48,2,5,1,0,0,0,0,0,7,2
경기도 화성시 우정읍 국화리,0,"37.070681,126.553511",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
경기도 화성시 향남읍 평리,77370577.93,"37.131666,126.909190",0,0,0,0,6,19,8,0,1,0,1,0,43,0,0,0,0,0,0,0,0,2,0
경기도 화성시 향남읍 발안리,110739635.1,"37.131330,126.902725",1,0,0,1,15,2,1,1,1,0,0,0,11,3,3,0,0,0,0,0,0,4,1
경기도 화성시 향남읍 제암리,21692410.71,"37.126322,126.893682",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
경기도 화성시 향남읍 상신리,91090850.14,"37.102144,126.899236",1,0,0,4,3,2,1,0,0,0,0,0,7,3,7,0,0,0,0,0,0,6,4
경기도 화성시 향남읍 구문천리,44631980.74,"37.080199,126.900576",0,0,0,0,0,1,1,0,0,0,0,0,3,2,0,0,0,0,0,0,0,5,0
경기도 화성시 향남읍 하길리,164326376.1,"37.104534,126.916966",2,1,1,4,41,19,6,0,0,0,0,1,40,3,5,0,0,0,0,0,0,10,4
경기도 화성시 향남읍 화리현리,0,"37.111762,126.936221",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
경기도 화성시 향남읍 상두리,0,"37.105316,126.949561",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
경기도 화성시 향남읍 백토리,0,"37.120021,126.948561",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
경기도 화성시 향남읍 길성리,0,"37.121402,126.965001",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
경기도 화성시 향남읍 요리,0,"37.112839,126.965122",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
경기도 화성시 향남읍 수직리,0,"37.123453,126.990634",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
경기도 화성시 향남읍 갈천리,0,"37.128515,126.979505",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
경기도 화성시 향남읍 증거리,0,"37.137508,126.976512",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
경기도 화성시 향남읍 송곡리,0,"37.128143,126.967563",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
경기도 화성시 향남읍 동오리,25535714.29,"37.135785,126.955518",0,0,0,1,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1,0
경기도 화성시 향남읍 관리,0,"37.128684,126.948298",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
